MMWR_Week,Week_Start,Week_End,ZIP_Code,ILI_Activity_Level,RECORD_ID,ZIP_Code_Location
15,04/05/2020,04/11/2020,60645,10,2020-15-60645,POINT (-87.695049 42.008927)
15,04/05/2020,04/11/2020,60644,10,2020-15-60644,POINT (-87.756863 41.881113)
15,04/05/2020,04/11/2020,60643,10,2020-15-60643,POINT (-87.662381 41.700445)
15,04/05/2020,04/11/2020,60642,5,2020-15-60642,POINT (-87.657821 41.899935)
15,04/05/2020,04/11/2020,60641,10,2020-15-60641,POINT (-87.746791 41.946682)
15,04/05/2020,04/11/2020,60640,10,2020-15-60640,POINT (-87.662232 41.971888)
15,04/05/2020,04/11/2020,60639,10,2020-15-60639,POINT (-87.75531 41.920609)
15,04/05/2020,04/11/2020,60638,10,2020-15-60638,POINT (-87.771902 41.787032)
15,04/05/2020,04/11/2020,60637,10,2020-15-60637,POINT (-87.604053 41.780991)
15,04/05/2020,04/11/2020,60636,10,2020-15-60636,POINT (-87.668597 41.77599)
15,04/05/2020,04/11/2020,60634,10,2020-15-60634,POINT (-87.797373 41.944967)
15,04/05/2020,04/11/2020,60633,10,2020-15-60633,POINT (-87.556037 41.653147)
15,04/05/2020,04/11/2020,60632,10,2020-15-60632,POINT (-87.711251 41.810038)
15,04/05/2020,04/11/2020,60631,4,2020-15-60631,POINT (-87.813371 41.995019)
15,04/05/2020,04/11/2020,60630,10,2020-15-60630,POINT (-87.759611 41.971261)
15,04/05/2020,04/11/2020,60629,10,2020-15-60629,POINT (-87.711565 41.777061)
15,04/05/2020,04/11/2020,60628,8,2020-15-60628,POINT (-87.621537 41.694192)
15,04/05/2020,04/11/2020,60626,8,2020-15-60626,POINT (-87.669834 42.009469)
15,04/05/2020,04/11/2020,60625,10,2020-15-60625,POINT (-87.701816 41.971155)
15,04/05/2020,04/11/2020,60624,6,2020-15-60624,POINT (-87.722735 41.879417)
15,04/05/2020,04/11/2020,60623,10,2020-15-60623,POINT (-87.717446 41.850321)
15,04/05/2020,04/11/2020,60622,10,2020-15-60622,POINT (-87.681818 41.902762)
15,04/05/2020,04/11/2020,60621,7,2020-15-60621,POINT (-87.638812 41.776931)
15,04/05/2020,04/11/2020,60620,10,2020-15-60620,POINT (-87.651656 41.740873)
15,04/05/2020,04/11/2020,60619,10,2020-15-60619,POINT (-87.60569 41.744737)
15,04/05/2020,04/11/2020,60618,10,2020-15-60618,POINT (-87.703343 41.946699)
15,04/05/2020,04/11/2020,60617,10,2020-15-60617,POINT (-87.556897 41.721257)
15,04/05/2020,04/11/2020,60616,10,2020-15-60616,POINT (-87.629531 41.844869)
15,04/05/2020,04/11/2020,60615,10,2020-15-60615,POINT (-87.602725 41.801993)
15,04/05/2020,04/11/2020,60614,10,2020-15-60614,POINT (-87.652064 41.922605)
15,04/05/2020,04/11/2020,60613,10,2020-15-60613,POINT (-87.661343 41.953742)
15,04/05/2020,04/11/2020,60612,9,2020-15-60612,POINT (-87.687011 41.88004)
15,04/05/2020,04/11/2020,60611,2,2020-15-60611,POINT (-87.620291 41.894734)
15,04/05/2020,04/11/2020,60610,3,2020-15-60610,POINT (-87.63581 41.90455)
15,04/05/2020,04/11/2020,60609,10,2020-15-60609,POINT (-87.653382 41.812017)
15,04/05/2020,04/11/2020,60608,10,2020-15-60608,POINT (-87.670366 41.849879)
15,04/05/2020,04/11/2020,60607,10,2020-15-60607,POINT (-87.652727 41.876104)
15,04/05/2020,04/11/2020,60606,10,2020-15-60606,POINT (-87.63676 41.882634)
15,04/05/2020,04/11/2020,60605,1,2020-15-60605,POINT (-87.623449 41.867824)
15,04/05/2020,04/11/2020,60604,1,2020-15-60604,POINT (-87.629029 41.878153)
15,04/05/2020,04/11/2020,60603,1,2020-15-60603,POINT (-87.625473 41.880112)
15,04/05/2020,04/11/2020,60602,1,2020-15-60602,POINT (-87.628309 41.883136)
15,04/05/2020,04/11/2020,60601,1,2020-15-60601,POINT (-87.622844 41.886262)
14,03/29/2020,04/04/2020,60707,1,2020-14-60707,POINT (-87.808283 41.921777)
14,03/29/2020,04/04/2020,60666,1,2020-14-60666,POINT (-87.896371 41.979511)
14,03/29/2020,04/04/2020,60661,1,2020-14-60661,POINT (-87.644283 41.882786)
14,03/29/2020,04/04/2020,60660,10,2020-14-60660,POINT (-87.666362 41.991062)
14,03/29/2020,04/04/2020,60659,10,2020-14-60659,POINT (-87.703266 41.990803)
14,03/29/2020,04/04/2020,60657,10,2020-14-60657,POINT (-87.658216 41.939715)
14,03/29/2020,04/04/2020,60656,10,2020-14-60656,POINT (-87.817934 41.974566)
14,03/29/2020,04/04/2020,60655,10,2020-14-60655,POINT (-87.701434 41.696456)
14,03/29/2020,04/04/2020,60654,9,2020-14-60654,POINT (-87.636354 41.892485)
14,03/29/2020,04/04/2020,60653,10,2020-14-60653,POINT (-87.611244 41.819261)
14,03/29/2020,04/04/2020,60652,10,2020-14-60652,POINT (-87.714238 41.745398)
14,03/29/2020,04/04/2020,60651,10,2020-14-60651,POINT (-87.741017 41.901964)
14,03/29/2020,04/04/2020,60649,10,2020-14-60649,POINT (-87.571522 41.762202)
14,03/29/2020,04/04/2020,60647,10,2020-14-60647,POINT (-87.701101 41.921058)
14,03/29/2020,04/04/2020,60646,10,2020-14-60646,POINT (-87.761826 41.993931)
14,03/29/2020,04/04/2020,60645,9,2020-14-60645,POINT (-87.695049 42.008927)
14,03/29/2020,04/04/2020,60644,10,2020-14-60644,POINT (-87.756863 41.881113)
14,03/29/2020,04/04/2020,60643,10,2020-14-60643,POINT (-87.662381 41.700445)
14,03/29/2020,04/04/2020,60642,10,2020-14-60642,POINT (-87.657821 41.899935)
14,03/29/2020,04/04/2020,60641,10,2020-14-60641,POINT (-87.746791 41.946682)
14,03/29/2020,04/04/2020,60640,10,2020-14-60640,POINT (-87.662232 41.971888)
14,03/29/2020,04/04/2020,60639,10,2020-14-60639,POINT (-87.75531 41.920609)
14,03/29/2020,04/04/2020,60638,10,2020-14-60638,POINT (-87.771902 41.787032)
14,03/29/2020,04/04/2020,60637,10,2020-14-60637,POINT (-87.604053 41.780991)
14,03/29/2020,04/04/2020,60636,10,2020-14-60636,POINT (-87.668597 41.77599)
14,03/29/2020,04/04/2020,60634,10,2020-14-60634,POINT (-87.797373 41.944967)
14,03/29/2020,04/04/2020,60633,10,2020-14-60633,POINT (-87.556037 41.653147)
14,03/29/2020,04/04/2020,60632,10,2020-14-60632,POINT (-87.711251 41.810038)
14,03/29/2020,04/04/2020,60631,1,2020-14-60631,POINT (-87.813371 41.995019)
14,03/29/2020,04/04/2020,60630,10,2020-14-60630,POINT (-87.759611 41.971261)
14,03/29/2020,04/04/2020,60629,10,2020-14-60629,POINT (-87.711565 41.777061)
14,03/29/2020,04/04/2020,60628,10,2020-14-60628,POINT (-87.621537 41.694192)
14,03/29/2020,04/04/2020,60626,10,2020-14-60626,POINT (-87.669834 42.009469)
14,03/29/2020,04/04/2020,60625,10,2020-14-60625,POINT (-87.701816 41.971155)
14,03/29/2020,04/04/2020,60624,10,2020-14-60624,POINT (-87.722735 41.879417)
14,03/29/2020,04/04/2020,60623,10,2020-14-60623,POINT (-87.717446 41.850321)
14,03/29/2020,04/04/2020,60622,9,2020-14-60622,POINT (-87.681818 41.902762)
14,03/29/2020,04/04/2020,60621,10,2020-14-60621,POINT (-87.638812 41.776931)
14,03/29/2020,04/04/2020,60620,10,2020-14-60620,POINT (-87.651656 41.740873)
14,03/29/2020,04/04/2020,60619,10,2020-14-60619,POINT (-87.60569 41.744737)
14,03/29/2020,04/04/2020,60618,10,2020-14-60618,POINT (-87.703343 41.946699)
14,03/29/2020,04/04/2020,60617,10,2020-14-60617,POINT (-87.556897 41.721257)
14,03/29/2020,04/04/2020,60616,10,2020-14-60616,POINT (-87.629531 41.844869)
14,03/29/2020,04/04/2020,60615,10,2020-14-60615,POINT (-87.602725 41.801993)
14,03/29/2020,04/04/2020,60614,10,2020-14-60614,POINT (-87.652064 41.922605)
14,03/29/2020,04/04/2020,60613,10,2020-14-60613,POINT (-87.661343 41.953742)
14,03/29/2020,04/04/2020,60612,10,2020-14-60612,POINT (-87.687011 41.88004)
14,03/29/2020,04/04/2020,60611,4,2020-14-60611,POINT (-87.620291 41.894734)
14,03/29/2020,04/04/2020,60610,10,2020-14-60610,POINT (-87.63581 41.90455)
14,03/29/2020,04/04/2020,60609,10,2020-14-60609,POINT (-87.653382 41.812017)
14,03/29/2020,04/04/2020,60608,10,2020-14-60608,POINT (-87.670366 41.849879)
14,03/29/2020,04/04/2020,60607,2,2020-14-60607,POINT (-87.652727 41.876104)
14,03/29/2020,04/04/2020,60606,4,2020-14-60606,POINT (-87.63676 41.882634)
14,03/29/2020,04/04/2020,60605,6,2020-14-60605,POINT (-87.623449 41.867824)
14,03/29/2020,04/04/2020,60604,1,2020-14-60604,POINT (-87.629029 41.878153)
14,03/29/2020,04/04/2020,60603,1,2020-14-60603,POINT (-87.625473 41.880112)
14,03/29/2020,04/04/2020,60602,10,2020-14-60602,POINT (-87.628309 41.883136)
14,03/29/2020,04/04/2020,60601,1,2020-14-60601,POINT (-87.622844 41.886262)
13,03/22/2020,03/28/2020,60707,1,2020-13-60707,POINT (-87.808283 41.921777)
13,03/22/2020,03/28/2020,60666,1,2020-13-60666,POINT (-87.896371 41.979511)
13,03/22/2020,03/28/2020,60661,1,2020-13-60661,POINT (-87.644283 41.882786)
13,03/22/2020,03/28/2020,60660,7,2020-13-60660,POINT (-87.666362 41.991062)
13,03/22/2020,03/28/2020,60659,10,2020-13-60659,POINT (-87.703266 41.990803)
13,03/22/2020,03/28/2020,60657,10,2020-13-60657,POINT (-87.658216 41.939715)
13,03/22/2020,03/28/2020,60656,10,2020-13-60656,POINT (-87.817934 41.974566)
13,03/22/2020,03/28/2020,60655,10,2020-13-60655,POINT (-87.701434 41.696456)
13,03/22/2020,03/28/2020,60654,7,2020-13-60654,POINT (-87.636354 41.892485)
13,03/22/2020,03/28/2020,60653,10,2020-13-60653,POINT (-87.611244 41.819261)
13,03/22/2020,03/28/2020,60652,10,2020-13-60652,POINT (-87.714238 41.745398)
13,03/22/2020,03/28/2020,60651,10,2020-13-60651,POINT (-87.741017 41.901964)
13,03/22/2020,03/28/2020,60649,10,2020-13-60649,POINT (-87.571522 41.762202)
13,03/22/2020,03/28/2020,60647,10,2020-13-60647,POINT (-87.701101 41.921058)
13,03/22/2020,03/28/2020,60646,10,2020-13-60646,POINT (-87.761826 41.993931)
13,03/22/2020,03/28/2020,60645,6,2020-13-60645,POINT (-87.695049 42.008927)
13,03/22/2020,03/28/2020,60644,10,2020-13-60644,POINT (-87.756863 41.881113)
13,03/22/2020,03/28/2020,60643,10,2020-13-60643,POINT (-87.662381 41.700445)
13,03/22/2020,03/28/2020,60642,9,2020-13-60642,POINT (-87.657821 41.899935)
13,03/22/2020,03/28/2020,60641,10,2020-13-60641,POINT (-87.746791 41.946682)
13,03/22/2020,03/28/2020,60640,10,2020-13-60640,POINT (-87.662232 41.971888)
13,03/22/2020,03/28/2020,60639,10,2020-13-60639,POINT (-87.75531 41.920609)
13,03/22/2020,03/28/2020,60638,10,2020-13-60638,POINT (-87.771902 41.787032)
13,03/22/2020,03/28/2020,60637,10,2020-13-60637,POINT (-87.604053 41.780991)
13,03/22/2020,03/28/2020,60636,10,2020-13-60636,POINT (-87.668597 41.77599)
13,03/22/2020,03/28/2020,60634,10,2020-13-60634,POINT (-87.797373 41.944967)
13,03/22/2020,03/28/2020,60633,10,2020-13-60633,POINT (-87.556037 41.653147)
13,03/22/2020,03/28/2020,60632,10,2020-13-60632,POINT (-87.711251 41.810038)
13,03/22/2020,03/28/2020,60631,6,2020-13-60631,POINT (-87.813371 41.995019)
13,03/22/2020,03/28/2020,60630,10,2020-13-60630,POINT (-87.759611 41.971261)
13,03/22/2020,03/28/2020,60629,10,2020-13-60629,POINT (-87.711565 41.777061)
13,03/22/2020,03/28/2020,60628,10,2020-13-60628,POINT (-87.621537 41.694192)
13,03/22/2020,03/28/2020,60626,7,2020-13-60626,POINT (-87.669834 42.009469)
13,03/22/2020,03/28/2020,60625,10,2020-13-60625,POINT (-87.701816 41.971155)
13,03/22/2020,03/28/2020,60624,10,2020-13-60624,POINT (-87.722735 41.879417)
13,03/22/2020,03/28/2020,60623,10,2020-13-60623,POINT (-87.717446 41.850321)
13,03/22/2020,03/28/2020,60622,6,2020-13-60622,POINT (-87.681818 41.902762)
13,03/22/2020,03/28/2020,60621,10,2020-13-60621,POINT (-87.638812 41.776931)
13,03/22/2020,03/28/2020,60620,10,2020-13-60620,POINT (-87.651656 41.740873)
13,03/22/2020,03/28/2020,60619,10,2020-13-60619,POINT (-87.60569 41.744737)
13,03/22/2020,03/28/2020,60618,10,2020-13-60618,POINT (-87.703343 41.946699)
13,03/22/2020,03/28/2020,60617,10,2020-13-60617,POINT (-87.556897 41.721257)
13,03/22/2020,03/28/2020,60616,10,2020-13-60616,POINT (-87.629531 41.844869)
13,03/22/2020,03/28/2020,60615,10,2020-13-60615,POINT (-87.602725 41.801993)
13,03/22/2020,03/28/2020,60614,10,2020-13-60614,POINT (-87.652064 41.922605)
13,03/22/2020,03/28/2020,60613,10,2020-13-60613,POINT (-87.661343 41.953742)
13,03/22/2020,03/28/2020,60612,10,2020-13-60612,POINT (-87.687011 41.88004)
13,03/22/2020,03/28/2020,60611,10,2020-13-60611,POINT (-87.620291 41.894734)
13,03/22/2020,03/28/2020,60610,10,2020-13-60610,POINT (-87.63581 41.90455)
13,03/22/2020,03/28/2020,60609,10,2020-13-60609,POINT (-87.653382 41.812017)
13,03/22/2020,03/28/2020,60608,10,2020-13-60608,POINT (-87.670366 41.849879)
13,03/22/2020,03/28/2020,60607,8,2020-13-60607,POINT (-87.652727 41.876104)
13,03/22/2020,03/28/2020,60606,10,2020-13-60606,POINT (-87.63676 41.882634)
13,03/22/2020,03/28/2020,60605,10,2020-13-60605,POINT (-87.623449 41.867824)
13,03/22/2020,03/28/2020,60604,1,2020-13-60604,POINT (-87.629029 41.878153)
13,03/22/2020,03/28/2020,60603,1,2020-13-60603,POINT (-87.625473 41.880112)
13,03/22/2020,03/28/2020,60602,1,2020-13-60602,POINT (-87.628309 41.883136)
13,03/22/2020,03/28/2020,60601,10,2020-13-60601,POINT (-87.622844 41.886262)
12,03/15/2020,03/21/2020,60707,1,2020-12-60707,POINT (-87.808283 41.921777)
12,03/15/2020,03/21/2020,60666,1,2020-12-60666,POINT (-87.896371 41.979511)
12,03/15/2020,03/21/2020,60661,10,2020-12-60661,POINT (-87.644283 41.882786)
12,03/15/2020,03/21/2020,60660,10,2020-12-60660,POINT (-87.666362 41.991062)
12,03/15/2020,03/21/2020,60659,10,2020-12-60659,POINT (-87.703266 41.990803)
12,03/15/2020,03/21/2020,60657,10,2020-12-60657,POINT (-87.658216 41.939715)
12,03/15/2020,03/21/2020,60656,10,2020-12-60656,POINT (-87.817934 41.974566)
12,03/15/2020,03/21/2020,60655,10,2020-12-60655,POINT (-87.701434 41.696456)
12,03/15/2020,03/21/2020,60654,10,2020-12-60654,POINT (-87.636354 41.892485)
12,03/15/2020,03/21/2020,60653,10,2020-12-60653,POINT (-87.611244 41.819261)
12,03/15/2020,03/21/2020,60652,10,2020-12-60652,POINT (-87.714238 41.745398)
12,03/15/2020,03/21/2020,60651,10,2020-12-60651,POINT (-87.741017 41.901964)
12,03/15/2020,03/21/2020,60649,10,2020-12-60649,POINT (-87.571522 41.762202)
12,03/15/2020,03/21/2020,60647,10,2020-12-60647,POINT (-87.701101 41.921058)
12,03/15/2020,03/21/2020,60646,10,2020-12-60646,POINT (-87.761826 41.993931)
12,03/15/2020,03/21/2020,60645,10,2020-12-60645,POINT (-87.695049 42.008927)
12,03/15/2020,03/21/2020,60644,10,2020-12-60644,POINT (-87.756863 41.881113)
12,03/15/2020,03/21/2020,60643,10,2020-12-60643,POINT (-87.662381 41.700445)
12,03/15/2020,03/21/2020,60642,10,2020-12-60642,POINT (-87.657821 41.899935)
12,03/15/2020,03/21/2020,60641,10,2020-12-60641,POINT (-87.746791 41.946682)
12,03/15/2020,03/21/2020,60640,10,2020-12-60640,POINT (-87.662232 41.971888)
12,03/15/2020,03/21/2020,60639,10,2020-12-60639,POINT (-87.75531 41.920609)
12,03/15/2020,03/21/2020,60638,10,2020-12-60638,POINT (-87.771902 41.787032)
12,03/15/2020,03/21/2020,60637,10,2020-12-60637,POINT (-87.604053 41.780991)
12,03/15/2020,03/21/2020,60636,10,2020-12-60636,POINT (-87.668597 41.77599)
12,03/15/2020,03/21/2020,60634,10,2020-12-60634,POINT (-87.797373 41.944967)
12,03/15/2020,03/21/2020,60633,10,2020-12-60633,POINT (-87.556037 41.653147)
12,03/15/2020,03/21/2020,60632,10,2020-12-60632,POINT (-87.711251 41.810038)
12,03/15/2020,03/21/2020,60631,10,2020-12-60631,POINT (-87.813371 41.995019)
12,03/15/2020,03/21/2020,60630,10,2020-12-60630,POINT (-87.759611 41.971261)
12,03/15/2020,03/21/2020,60629,10,2020-12-60629,POINT (-87.711565 41.777061)
12,03/15/2020,03/21/2020,60628,10,2020-12-60628,POINT (-87.621537 41.694192)
12,03/15/2020,03/21/2020,60626,10,2020-12-60626,POINT (-87.669834 42.009469)
12,03/15/2020,03/21/2020,60625,10,2020-12-60625,POINT (-87.701816 41.971155)
12,03/15/2020,03/21/2020,60624,10,2020-12-60624,POINT (-87.722735 41.879417)
12,03/15/2020,03/21/2020,60623,10,2020-12-60623,POINT (-87.717446 41.850321)
12,03/15/2020,03/21/2020,60622,8,2020-12-60622,POINT (-87.681818 41.902762)
12,03/15/2020,03/21/2020,60621,10,2020-12-60621,POINT (-87.638812 41.776931)
12,03/15/2020,03/21/2020,60620,10,2020-12-60620,POINT (-87.651656 41.740873)
12,03/15/2020,03/21/2020,60619,10,2020-12-60619,POINT (-87.60569 41.744737)
12,03/15/2020,03/21/2020,60618,10,2020-12-60618,POINT (-87.703343 41.946699)
12,03/15/2020,03/21/2020,60617,10,2020-12-60617,POINT (-87.556897 41.721257)
12,03/15/2020,03/21/2020,60616,10,2020-12-60616,POINT (-87.629531 41.844869)
12,03/15/2020,03/21/2020,60615,10,2020-12-60615,POINT (-87.602725 41.801993)
12,03/15/2020,03/21/2020,60614,10,2020-12-60614,POINT (-87.652064 41.922605)
12,03/15/2020,03/21/2020,60613,10,2020-12-60613,POINT (-87.661343 41.953742)
12,03/15/2020,03/21/2020,60612,10,2020-12-60612,POINT (-87.687011 41.88004)
12,03/15/2020,03/21/2020,60611,7,2020-12-60611,POINT (-87.620291 41.894734)
12,03/15/2020,03/21/2020,60610,6,2020-12-60610,POINT (-87.63581 41.90455)
12,03/15/2020,03/21/2020,60609,10,2020-12-60609,POINT (-87.653382 41.812017)
12,03/15/2020,03/21/2020,60608,10,2020-12-60608,POINT (-87.670366 41.849879)
12,03/15/2020,03/21/2020,60607,9,2020-12-60607,POINT (-87.652727 41.876104)
12,03/15/2020,03/21/2020,60606,7,2020-12-60606,POINT (-87.63676 41.882634)
12,03/15/2020,03/21/2020,60605,10,2020-12-60605,POINT (-87.623449 41.867824)
12,03/15/2020,03/21/2020,60604,1,2020-12-60604,POINT (-87.629029 41.878153)
12,03/15/2020,03/21/2020,60603,1,2020-12-60603,POINT (-87.625473 41.880112)
12,03/15/2020,03/21/2020,60602,1,2020-12-60602,POINT (-87.628309 41.883136)
12,03/15/2020,03/21/2020,60601,5,2020-12-60601,POINT (-87.622844 41.886262)
11,03/08/2020,03/14/2020,60707,1,2020-11-60707,POINT (-87.808283 41.921777)
11,03/08/2020,03/14/2020,60666,1,2020-11-60666,POINT (-87.896371 41.979511)
11,03/08/2020,03/14/2020,60661,9,2020-11-60661,POINT (-87.644283 41.882786)
11,03/08/2020,03/14/2020,60660,10,2020-11-60660,POINT (-87.666362 41.991062)
11,03/08/2020,03/14/2020,60659,10,2020-11-60659,POINT (-87.703266 41.990803)
11,03/08/2020,03/14/2020,60657,10,2020-11-60657,POINT (-87.658216 41.939715)
11,03/08/2020,03/14/2020,60656,8,2020-11-60656,POINT (-87.817934 41.974566)
11,03/08/2020,03/14/2020,60655,10,2020-11-60655,POINT (-87.701434 41.696456)
11,03/08/2020,03/14/2020,60654,10,2020-11-60654,POINT (-87.636354 41.892485)
11,03/08/2020,03/14/2020,60653,10,2020-11-60653,POINT (-87.611244 41.819261)
11,03/08/2020,03/14/2020,60652,10,2020-11-60652,POINT (-87.714238 41.745398)
11,03/08/2020,03/14/2020,60651,10,2020-11-60651,POINT (-87.741017 41.901964)
11,03/08/2020,03/14/2020,60649,10,2020-11-60649,POINT (-87.571522 41.762202)
11,03/08/2020,03/14/2020,60647,10,2020-11-60647,POINT (-87.701101 41.921058)
11,03/08/2020,03/14/2020,60646,10,2020-11-60646,POINT (-87.761826 41.993931)
11,03/08/2020,03/14/2020,60645,10,2020-11-60645,POINT (-87.695049 42.008927)
11,03/08/2020,03/14/2020,60644,10,2020-11-60644,POINT (-87.756863 41.881113)
11,03/08/2020,03/14/2020,60643,10,2020-11-60643,POINT (-87.662381 41.700445)
11,03/08/2020,03/14/2020,60642,10,2020-11-60642,POINT (-87.657821 41.899935)
11,03/08/2020,03/14/2020,60641,10,2020-11-60641,POINT (-87.746791 41.946682)
11,03/08/2020,03/14/2020,60640,10,2020-11-60640,POINT (-87.662232 41.971888)
11,03/08/2020,03/14/2020,60639,10,2020-11-60639,POINT (-87.75531 41.920609)
11,03/08/2020,03/14/2020,60638,10,2020-11-60638,POINT (-87.771902 41.787032)
11,03/08/2020,03/14/2020,60637,10,2020-11-60637,POINT (-87.604053 41.780991)
11,03/08/2020,03/14/2020,60636,10,2020-11-60636,POINT (-87.668597 41.77599)
11,03/08/2020,03/14/2020,60634,10,2020-11-60634,POINT (-87.797373 41.944967)
11,03/08/2020,03/14/2020,60633,10,2020-11-60633,POINT (-87.556037 41.653147)
11,03/08/2020,03/14/2020,60632,10,2020-11-60632,POINT (-87.711251 41.810038)
11,03/08/2020,03/14/2020,60631,4,2020-11-60631,POINT (-87.813371 41.995019)
11,03/08/2020,03/14/2020,60630,10,2020-11-60630,POINT (-87.759611 41.971261)
11,03/08/2020,03/14/2020,60629,10,2020-11-60629,POINT (-87.711565 41.777061)
11,03/08/2020,03/14/2020,60628,10,2020-11-60628,POINT (-87.621537 41.694192)
11,03/08/2020,03/14/2020,60626,10,2020-11-60626,POINT (-87.669834 42.009469)
11,03/08/2020,03/14/2020,60625,10,2020-11-60625,POINT (-87.701816 41.971155)
11,03/08/2020,03/14/2020,60624,10,2020-11-60624,POINT (-87.722735 41.879417)
11,03/08/2020,03/14/2020,60623,10,2020-11-60623,POINT (-87.717446 41.850321)
11,03/08/2020,03/14/2020,60622,7,2020-11-60622,POINT (-87.681818 41.902762)
11,03/08/2020,03/14/2020,60621,10,2020-11-60621,POINT (-87.638812 41.776931)
11,03/08/2020,03/14/2020,60620,10,2020-11-60620,POINT (-87.651656 41.740873)
11,03/08/2020,03/14/2020,60619,10,2020-11-60619,POINT (-87.60569 41.744737)
11,03/08/2020,03/14/2020,60618,10,2020-11-60618,POINT (-87.703343 41.946699)
11,03/08/2020,03/14/2020,60617,10,2020-11-60617,POINT (-87.556897 41.721257)
11,03/08/2020,03/14/2020,60616,10,2020-11-60616,POINT (-87.629531 41.844869)
11,03/08/2020,03/14/2020,60615,10,2020-11-60615,POINT (-87.602725 41.801993)
11,03/08/2020,03/14/2020,60614,10,2020-11-60614,POINT (-87.652064 41.922605)
11,03/08/2020,03/14/2020,60613,10,2020-11-60613,POINT (-87.661343 41.953742)
11,03/08/2020,03/14/2020,60612,10,2020-11-60612,POINT (-87.687011 41.88004)
11,03/08/2020,03/14/2020,60611,7,2020-11-60611,POINT (-87.620291 41.894734)
11,03/08/2020,03/14/2020,60610,10,2020-11-60610,POINT (-87.63581 41.90455)
11,03/08/2020,03/14/2020,60609,10,2020-11-60609,POINT (-87.653382 41.812017)
11,03/08/2020,03/14/2020,60608,10,2020-11-60608,POINT (-87.670366 41.849879)
11,03/08/2020,03/14/2020,60607,9,2020-11-60607,POINT (-87.652727 41.876104)
11,03/08/2020,03/14/2020,60606,10,2020-11-60606,POINT (-87.63676 41.882634)
11,03/08/2020,03/14/2020,60605,10,2020-11-60605,POINT (-87.623449 41.867824)
11,03/08/2020,03/14/2020,60604,10,2020-11-60604,POINT (-87.629029 41.878153)
11,03/08/2020,03/14/2020,60603,1,2020-11-60603,POINT (-87.625473 41.880112)
11,03/08/2020,03/14/2020,60602,1,2020-11-60602,POINT (-87.628309 41.883136)
11,03/08/2020,03/14/2020,60601,4,2020-11-60601,POINT (-87.622844 41.886262)
10,03/01/2020,03/07/2020,60707,1,2020-10-60707,POINT (-87.808283 41.921777)
10,03/01/2020,03/07/2020,60666,1,2020-10-60666,POINT (-87.896371 41.979511)
10,03/01/2020,03/07/2020,60661,1,2020-10-60661,POINT (-87.644283 41.882786)
10,03/01/2020,03/07/2020,60660,10,2020-10-60660,POINT (-87.666362 41.991062)
10,03/01/2020,03/07/2020,60659,10,2020-10-60659,POINT (-87.703266 41.990803)
10,03/01/2020,03/07/2020,60657,10,2020-10-60657,POINT (-87.658216 41.939715)
10,03/01/2020,03/07/2020,60656,10,2020-10-60656,POINT (-87.817934 41.974566)
10,03/01/2020,03/07/2020,60655,10,2020-10-60655,POINT (-87.701434 41.696456)
10,03/01/2020,03/07/2020,60654,1,2020-10-60654,POINT (-87.636354 41.892485)
10,03/01/2020,03/07/2020,60653,10,2020-10-60653,POINT (-87.611244 41.819261)
10,03/01/2020,03/07/2020,60652,10,2020-10-60652,POINT (-87.714238 41.745398)
10,03/01/2020,03/07/2020,60651,10,2020-10-60651,POINT (-87.741017 41.901964)
10,03/01/2020,03/07/2020,60649,10,2020-10-60649,POINT (-87.571522 41.762202)
10,03/01/2020,03/07/2020,60647,10,2020-10-60647,POINT (-87.701101 41.921058)
10,03/01/2020,03/07/2020,60646,10,2020-10-60646,POINT (-87.761826 41.993931)
10,03/01/2020,03/07/2020,60645,10,2020-10-60645,POINT (-87.695049 42.008927)
10,03/01/2020,03/07/2020,60644,10,2020-10-60644,POINT (-87.756863 41.881113)
10,03/01/2020,03/07/2020,60643,10,2020-10-60643,POINT (-87.662381 41.700445)
10,03/01/2020,03/07/2020,60642,2,2020-10-60642,POINT (-87.657821 41.899935)
10,03/01/2020,03/07/2020,60641,10,2020-10-60641,POINT (-87.746791 41.946682)
10,03/01/2020,03/07/2020,60640,10,2020-10-60640,POINT (-87.662232 41.971888)
10,03/01/2020,03/07/2020,60639,10,2020-10-60639,POINT (-87.75531 41.920609)
10,03/01/2020,03/07/2020,60638,10,2020-10-60638,POINT (-87.771902 41.787032)
10,03/01/2020,03/07/2020,60637,10,2020-10-60637,POINT (-87.604053 41.780991)
10,03/01/2020,03/07/2020,60636,10,2020-10-60636,POINT (-87.668597 41.77599)
10,03/01/2020,03/07/2020,60634,10,2020-10-60634,POINT (-87.797373 41.944967)
10,03/01/2020,03/07/2020,60633,10,2020-10-60633,POINT (-87.556037 41.653147)
10,03/01/2020,03/07/2020,60632,10,2020-10-60632,POINT (-87.711251 41.810038)
10,03/01/2020,03/07/2020,60631,6,2020-10-60631,POINT (-87.813371 41.995019)
10,03/01/2020,03/07/2020,60630,10,2020-10-60630,POINT (-87.759611 41.971261)
10,03/01/2020,03/07/2020,60629,10,2020-10-60629,POINT (-87.711565 41.777061)
10,03/01/2020,03/07/2020,60628,10,2020-10-60628,POINT (-87.621537 41.694192)
10,03/01/2020,03/07/2020,60626,10,2020-10-60626,POINT (-87.669834 42.009469)
10,03/01/2020,03/07/2020,60625,10,2020-10-60625,POINT (-87.701816 41.971155)
